Column,update_date,update_hour,Update_datetime,Country,Province_City,State_Region,Latitude,Longitude,Confirmed,Deaths,Recovered
5930,05/03/2020,13:43:04,05/03/2020 13:43,Kuwait,Unknown,Unknown,292.733.964,474.979.476,58,0,0
5931,07/03/2020,18:13:26,07/03/2020 18:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,61,0,0
5932,08/03/2020,15:33:04,08/03/2020 15:33,Kuwait,Unknown,Unknown,292.733.964,474.979.476,64,0,1
5933,08/03/2020,15:33:04,08/03/2020 15:33,Kuwait,Unknown,Unknown,292.733.964,474.979.476,64,0,1
5934,10/03/2020,10:13:28,10/03/2020 10:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,69,0,1
5935,11/03/2020,09:53:03,11/03/2020 09:53,Kuwait,Unknown,Unknown,292.733.964,474.979.476,72,0,2
5936,12/03/2020,09:13:24,12/03/2020 09:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,80,0,5
5937,11/03/2020,20:00:00,11/03/2020 20:00,Kuwait,Unknown,Unknown,292.733.964,474.979.476,80,0,5
5938,14/03/2020,16:14:34,14/03/2020 16:14,Kuwait,Unknown,Unknown,292.733.964,474.979.476,104,0,5
5939,15/03/2020,18:20:18,15/03/2020 18:20,Kuwait,Unknown,Unknown,292.733.964,474.979.476,112,0,5
5940,16/03/2020,14:38:45,16/03/2020 14:38,Kuwait,Unknown,Unknown,292.733.964,474.979.476,123,0,9
5941,17/03/2020,10:53:03,17/03/2020 10:53,Kuwait,Unknown,Unknown,292.733.964,474.979.476,130,0,9
5942,18/03/2020,10:53:02,18/03/2020 10:53,Kuwait,Unknown,Unknown,292.733.964,474.979.476,142,0,15
5943,19/03/2020,10:13:23,19/03/2020 10:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,148,0,18
5944,20/03/2020,14:43:04,20/03/2020 14:43,Kuwait,Unknown,Unknown,292.733.964,474.979.476,159,0,18
5945,21/03/2020,12:13:19,21/03/2020 12:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,176,0,27
5946,22/03/2020,15:13:52,22/03/2020 15:13,Kuwait,Unknown,Unknown,292.733.964,474.979.476,188,0,27
5947,25/02/2020,18:55:32,25/02/2020 18:55,Austria,Unknown,Unknown,472.000.338,13.199.959,2,0,0
5948,26/02/2020,00:13:06,26/02/2020 00:13,Austria,Unknown,Unknown,472.000.338,13.199.959,2,0,0
5949,27/02/2020,14:03:03,27/02/2020 14:03,Austria,Unknown,Unknown,472.000.338,13.199.959,3,0,0
5950,27/02/2020,14:03:03,27/02/2020 14:03,Austria,Unknown,Unknown,472.000.338,13.199.959,3,0,0
5951,29/02/2020,14:43:03,29/02/2020 14:43,Austria,Unknown,Unknown,472.000.338,13.199.959,9,0,0
5952,01/03/2020,23:33:03,01/03/2020 23:33,Austria,Unknown,Unknown,472.000.338,13.199.959,14,0,0
5953,02/03/2020,21:23:04,02/03/2020 21:23,Austria,Unknown,Unknown,472.000.338,13.199.959,18,0,0
5954,03/03/2020,15:13:26,03/03/2020 15:13,Austria,Unknown,Unknown,472.000.338,13.199.959,21,0,0
5955,04/03/2020,19:33:03,04/03/2020 19:33,Austria,Unknown,Unknown,472.000.338,13.199.959,29,0,0
5956,05/03/2020,17:53:02,05/03/2020 17:53,Austria,Unknown,Unknown,472.000.338,13.199.959,41,0,0
5957,06/03/2020,16:33:04,06/03/2020 16:33,Austria,Unknown,Unknown,472.000.338,13.199.959,55,0,0
5958,07/03/2020,17:53:03,07/03/2020 17:53,Austria,Unknown,Unknown,472.000.338,13.199.959,79,0,0
5959,08/03/2020,09:13:14,08/03/2020 09:13,Austria,Unknown,Unknown,472.000.338,13.199.959,104,0,0
5960,09/03/2020,18:33:03,09/03/2020 18:33,Austria,Unknown,Unknown,472.000.338,13.199.959,131,0,2
5961,10/03/2020,16:13:16,10/03/2020 16:13,Austria,Unknown,Unknown,472.000.338,13.199.959,182,0,4
5962,11/03/2020,22:33:03,11/03/2020 22:33,Austria,Unknown,Unknown,472.000.338,13.199.959,246,0,4
5963,12/03/2020,11:13:29,12/03/2020 11:13,Austria,Unknown,Unknown,472.000.338,13.199.959,302,1,4
5964,11/03/2020,20:00:00,11/03/2020 20:00,Austria,Unknown,Unknown,472.000.338,13.199.959,504,1,6
5965,14/03/2020,16:13:55,14/03/2020 16:13,Austria,Unknown,Unknown,472.000.338,13.199.959,655,1,6
5966,15/03/2020,18:20:18,15/03/2020 18:20,Austria,Unknown,Unknown,472.000.338,13.199.959,860,1,6
5967,16/03/2020,15:13:09,16/03/2020 15:13,Austria,Unknown,Unknown,472.000.338,13.199.959,1018,3,6
5968,17/03/2020,15:33:06,17/03/2020 15:33,Austria,Unknown,Unknown,472.000.338,13.199.959,1332,3,1
5969,18/03/2020,14:53:05,18/03/2020 14:53,Austria,Unknown,Unknown,472.000.338,13.199.959,1646,4,9
5970,19/03/2020,14:53:05,19/03/2020 14:53,Austria,Unknown,Unknown,472.000.338,13.199.959,2013,6,9
5971,20/03/2020,15:43:24,20/03/2020 15:43,Austria,Unknown,Unknown,472.000.338,13.199.959,2388,6,9
5972,21/03/2020,14:43:03,21/03/2020 14:43,Austria,Unknown,Unknown,472.000.338,13.199.959,2814,8,9
5973,22/03/2020,23:43:02,22/03/2020 23:43,Austria,Unknown,Unknown,472.000.338,13.199.959,3244,16,9
5974,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5975,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5976,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5977,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5978,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5979,25/02/2020,23:43:03,25/02/2020 23:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,1,0,0
5980,02/03/2020,00:53:03,02/03/2020 00:53,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,3,0,0
5981,03/03/2020,03:23:03,03/03/2020 03:23,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,5,0,0
5982,04/03/2020,19:33:03,04/03/2020 19:33,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,12,0,0
5983,04/03/2020,19:33:03,04/03/2020 19:33,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,12,0,0
5984,06/03/2020,01:29:39,06/03/2020 01:29,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,17,0,0
5985,06/03/2020,01:29:39,06/03/2020 01:29,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,17,0,0
5986,08/03/2020,05:23:03,08/03/2020 05:23,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,19,0,0
5987,09/03/2020,10:13:06,09/03/2020 10:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,20,0,0
5988,09/03/2020,10:13:06,09/03/2020 10:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,20,0,0
5989,09/03/2020,10:13:06,09/03/2020 10:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,20,0,0
5990,12/03/2020,09:13:24,12/03/2020 09:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,24,1,8
5991,11/03/2020,20:00:00,11/03/2020 20:00,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,26,2,8
5992,14/03/2020,12:33:03,14/03/2020 12:33,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,37,3,12
5993,15/03/2020,18:20:18,15/03/2020 18:20,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,48,4,12
5994,16/03/2020,14:38:45,16/03/2020 14:38,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,54,4,12
5995,17/03/2020,03:13:15,17/03/2020 03:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,60,4,12
5996,18/03/2020,19:53:03,18/03/2020 19:53,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,74,7,12
5997,19/03/2020,16:13:36,19/03/2020 16:13,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,87,9,32
5998,20/03/2020,15:43:24,20/03/2020 15:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,90,11,32
5999,21/03/2020,17:43:03,21/03/2020 17:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,139,15,32
6000,22/03/2020,16:43:07,22/03/2020 16:43,Algeria,Unknown,Unknown,28.000.027.199.999.900,29.999.825,201,17,65
6001,25/02/2020,18:55:32,25/02/2020 18:55,Croatia,Unknown,Unknown,455.643.442,170.118.954,1,0,0
6002,26/02/2020,20:03:06,26/02/2020 20:03,Croatia,Unknown,Unknown,455.643.442,170.118.954,3,0,0
6003,26/02/2020,20:03:06,26/02/2020 20:03,Croatia,Unknown,Unknown,455.643.442,170.118.954,3,0,0
6004,28/02/2020,15:43:03,28/02/2020 15:43,Croatia,Unknown,Unknown,455.643.442,170.118.954,5,0,0
6005,29/02/2020,18:03:05,29/02/2020 18:03,Croatia,Unknown,Unknown,455.643.442,170.118.954,6,0,0
6006,01/03/2020,23:33:03,01/03/2020 23:33,Croatia,Unknown,Unknown,455.643.442,170.118.954,7,0,0
6007,01/03/2020,23:33:03,01/03/2020 23:33,Croatia,Unknown,Unknown,455.643.442,170.118.954,7,0,0
6008,03/03/2020,09:53:08,03/03/2020 09:53,Croatia,Unknown,Unknown,455.643.442,170.118.954,9,0,0
6009,04/03/2020,16:53:02,04/03/2020 16:53,Croatia,Unknown,Unknown,455.643.442,170.118.954,10,0,0
6010,04/03/2020,16:53:02,04/03/2020 16:53,Croatia,Unknown,Unknown,455.643.442,170.118.954,10,0,0
6011,06/03/2020,08:33:03,06/03/2020 08:33,Croatia,Unknown,Unknown,455.643.442,170.118.954,11,0,0
6012,07/03/2020,10:13:23,07/03/2020 10:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,12,0,0
6013,07/03/2020,10:13:23,07/03/2020 10:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,12,0,0
6014,07/03/2020,10:13:23,07/03/2020 10:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,12,0,0
6015,10/03/2020,16:53:13,10/03/2020 16:53,Croatia,Unknown,Unknown,455.643.442,170.118.954,14,0,0
6016,11/03/2020,22:13:12,11/03/2020 22:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,19,0,0
6017,11/03/2020,22:13:12,11/03/2020 22:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,19,0,0
6018,11/03/2020,20:00:00,11/03/2020 20:00,Croatia,Unknown,Unknown,455.643.442,170.118.954,32,0,1
6019,14/03/2020,20:33:03,14/03/2020 20:33,Croatia,Unknown,Unknown,455.643.442,170.118.954,38,0,1
6020,15/03/2020,18:20:18,15/03/2020 18:20,Croatia,Unknown,Unknown,455.643.442,170.118.954,49,0,1
6021,16/03/2020,14:38:45,16/03/2020 14:38,Croatia,Unknown,Unknown,455.643.442,170.118.954,57,0,2
6022,17/03/2020,10:53:03,17/03/2020 10:53,Croatia,Unknown,Unknown,455.643.442,170.118.954,65,0,4
6023,18/03/2020,11:13:43,18/03/2020 11:13,Croatia,Unknown,Unknown,455.643.442,170.118.954,81,0,4
6024,19/03/2020,16:43:03,19/03/2020 16:43,Croatia,Unknown,Unknown,455.643.442,170.118.954,105,1,5
6025,20/03/2020,20:43:02,20/03/2020 20:43,Croatia,Unknown,Unknown,455.643.442,170.118.954,128,1,5
6026,21/03/2020,17:43:03,21/03/2020 17:43,Croatia,Unknown,Unknown,455.643.442,170.118.954,206,1,5
6027,22/03/2020,16:43:07,22/03/2020 16:43,Croatia,Unknown,Unknown,455.643.442,170.118.954,254,1,5
6028,25/02/2020,19:13:21,25/02/2020 19:13,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,1,0,0
6029,25/02/2020,19:13:21,25/02/2020 19:13,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,1,0,0
6030,27/02/2020,23:03:11,27/02/2020 23:03,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,8,0,0
6031,27/02/2020,23:03:11,27/02/2020 23:03,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,8,0,0
6032,29/02/2020,18:03:05,29/02/2020 18:03,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,18,0,0
6033,01/03/2020,23:23:02,01/03/2020 23:23,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,27,0,0
6034,02/03/2020,22:33:09,02/03/2020 22:33,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,42,0,0
6035,03/03/2020,16:43:02,03/03/2020 16:43,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,56,0,2
6036,04/03/2020,19:33:03,04/03/2020 19:33,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,90,0,3
6037,05/03/2020,17:43:03,05/03/2020 17:43,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,114,1,3
6038,06/03/2020,15:23:19,06/03/2020 15:23,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,214,1,3
6039,07/03/2020,17:43:05,07/03/2020 17:43,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,268,1,3
6040,08/03/2020,17:23:07,08/03/2020 17:23,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,337,2,3
6041,09/03/2020,11:33:10,09/03/2020 11:33,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,374,2,3
6042,10/03/2020,23:53:02,10/03/2020 23:53,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,491,3,3
6043,11/03/2020,20:53:02,11/03/2020 20:53,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,652,4,4
6044,11/03/2020,20:53:02,11/03/2020 20:53,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,652,4,4
6045,11/03/2020,20:00:00,11/03/2020 20:00,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,1139,11,4
6046,14/03/2020,11:53:29,14/03/2020 11:53,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,1359,13,4
6047,15/03/2020,18:20:18,15/03/2020 18:20,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,2200,14,4
6048,15/03/2020,18:20:18,15/03/2020 18:20,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,2200,14,4
6049,17/03/2020,16:33:04,17/03/2020 16:33,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,2700,27,4
6050,18/03/2020,14:53:05,18/03/2020 14:53,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,3028,28,15
6051,19/03/2020,21:13:15,19/03/2020 21:13,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,4075,41,15
6052,20/03/2020,18:13:09,20/03/2020 18:13,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,5294,54,15
6053,21/03/2020,20:43:02,21/03/2020 20:43,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,6575,75,15
6054,22/03/2020,23:13:18,22/03/2020 23:13,Switzerland,Unknown,Unknown,467.985.624,8.231.973.599.999.990,7245,98,131
6055,26/02/2020,23:53:02,26/02/2020 23:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,2,0,0
6056,26/02/2020,23:53:02,26/02/2020 23:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,2,0,0
6057,26/02/2020,23:53:02,26/02/2020 23:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,2,0,0
6058,29/02/2020,18:03:05,29/02/2020 18:03,Pakistan,Unknown,Unknown,303.308.401,71.247.499,4,0,0
6059,29/02/2020,18:03:05,29/02/2020 18:03,Pakistan,Unknown,Unknown,303.308.401,71.247.499,4,0,0
6060,29/02/2020,18:03:05,29/02/2020 18:03,Pakistan,Unknown,Unknown,303.308.401,71.247.499,4,0,0
6061,03/03/2020,04:33:03,03/03/2020 04:33,Pakistan,Unknown,Unknown,303.308.401,71.247.499,5,0,0
6062,03/03/2020,04:33:03,03/03/2020 04:33,Pakistan,Unknown,Unknown,303.308.401,71.247.499,5,0,0
6063,03/03/2020,04:33:03,03/03/2020 04:33,Pakistan,Unknown,Unknown,303.308.401,71.247.499,5,0,0
6064,06/03/2020,13:03:12,06/03/2020 13:03,Pakistan,Unknown,Unknown,303.308.401,71.247.499,6,0,0
6065,06/03/2020,13:03:12,06/03/2020 13:03,Pakistan,Unknown,Unknown,303.308.401,71.247.499,6,0,0
6066,08/03/2020,04:53:02,08/03/2020 04:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,6,0,1
6067,08/03/2020,04:53:02,08/03/2020 04:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,6,0,1
6068,10/03/2020,05:13:07,10/03/2020 05:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,16,0,1
6069,11/03/2020,21:13:23,11/03/2020 21:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,19,0,2
6070,12/03/2020,08:53:02,12/03/2020 08:53,Pakistan,Unknown,Unknown,303.308.401,71.247.499,20,0,2
6071,11/03/2020,20:00:00,11/03/2020 20:00,Pakistan,Unknown,Unknown,303.308.401,71.247.499,28,0,2
6072,14/03/2020,20:33:03,14/03/2020 20:33,Pakistan,Unknown,Unknown,303.308.401,71.247.499,31,0,2
6073,15/03/2020,18:20:18,15/03/2020 18:20,Pakistan,Unknown,Unknown,303.308.401,71.247.499,53,0,2
6074,16/03/2020,14:38:45,16/03/2020 14:38,Pakistan,Unknown,Unknown,303.308.401,71.247.499,136,0,2
6075,17/03/2020,15:33:06,17/03/2020 15:33,Pakistan,Unknown,Unknown,303.308.401,71.247.499,236,0,2
6076,18/03/2020,19:14:29,18/03/2020 19:14,Pakistan,Unknown,Unknown,303.308.401,71.247.499,299,0,2
6077,19/03/2020,20:13:08,19/03/2020 20:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,454,2,13
6078,20/03/2020,20:13:16,20/03/2020 20:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,501,3,13
6079,21/03/2020,20:13:21,21/03/2020 20:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,730,3,13
6080,22/03/2020,23:13:18,22/03/2020 23:13,Pakistan,Unknown,Unknown,303.308.401,71.247.499,776,5,5
6081,26/02/2020,19:03:08,26/02/2020 19:03,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,1,0,0
6082,27/02/2020,16:23:03,27/02/2020 16:23,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,1,0,0
6083,27/02/2020,16:23:03,27/02/2020 16:23,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,1,0,0
6084,27/02/2020,16:23:03,27/02/2020 16:23,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,1,0,0
6085,01/03/2020,15:43:03,01/03/2020 15:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,3,0,0
6086,01/03/2020,15:43:03,01/03/2020 15:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,3,0,0
6087,01/03/2020,15:43:03,01/03/2020 15:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,3,0,0
6088,01/03/2020,15:43:03,01/03/2020 15:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,3,0,0
6089,05/03/2020,13:53:03,05/03/2020 13:53,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,4,0,0
6090,05/03/2020,13:53:03,05/03/2020 13:53,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,4,0,0
6091,05/03/2020,13:53:03,05/03/2020 13:53,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,4,0,0
6092,08/03/2020,05:23:03,08/03/2020 05:23,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,13,0,0
6093,09/03/2020,10:13:06,09/03/2020 10:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,15,0,0
6094,09/03/2020,10:13:06,09/03/2020 10:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,15,0,0
6095,11/03/2020,22:13:12,11/03/2020 22:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,24,0,0
6096,11/03/2020,22:13:12,11/03/2020 22:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,24,0,0
6097,11/03/2020,20:00:00,11/03/2020 20:00,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,25,0,0
6098,14/03/2020,12:33:03,14/03/2020 12:33,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,30,0,0
6099,14/03/2020,12:33:03,14/03/2020 12:33,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,33,0,0
6100,16/03/2020,02:13:16,16/03/2020 02:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,33,0,1
6101,17/03/2020,11:13:29,17/03/2020 11:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,34,0,1
6102,18/03/2020,11:33:04,18/03/2020 11:33,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,38,0,1
6103,19/03/2020,10:53:03,19/03/2020 10:53,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,40,0,1
6104,20/03/2020,14:43:04,20/03/2020 14:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,43,0,1
6105,21/03/2020,17:43:03,21/03/2020 17:43,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,49,0,1
6106,22/03/2020,11:13:21,22/03/2020 11:13,Georgia,Unknown,Unknown,32.329.380.900.000.000,-831.137.366,54,0,3
6107,26/02/2020,15:53:05,26/02/2020 15:53,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,1,0,0
6108,27/02/2020,14:03:03,27/02/2020 14:03,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,3,0,0
6109,28/02/2020,15:33:03,28/02/2020 15:33,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,4,0,0
6110,28/02/2020,15:33:03,28/02/2020 15:33,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,4,0,0
6111,01/03/2020,23:23:02,01/03/2020 23:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,7,0,0
6112,01/03/2020,23:23:02,01/03/2020 23:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,7,0,0
6113,01/03/2020,23:23:02,01/03/2020 23:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,7,0,0
6114,04/03/2020,19:33:03,04/03/2020 19:33,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,9,0,0
6115,05/03/2020,14:23:03,05/03/2020 14:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,31,0,0
6116,06/03/2020,13:03:12,06/03/2020 13:03,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,45,0,0
6117,07/03/2020,18:13:27,07/03/2020 18:13,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,46,0,0
6118,08/03/2020,17:23:07,08/03/2020 17:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,73,0,0
6119,08/03/2020,17:23:07,08/03/2020 17:23,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,73,0,0
6120,10/03/2020,10:53:03,10/03/2020 10:53,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,89,0,0
6121,11/03/2020,23:53:02,11/03/2020 23:53,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,99,1,0
6122,11/03/2020,23:53:02,11/03/2020 23:53,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,99,1,0
6123,11/03/2020,20:00:00,11/03/2020 20:00,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,190,1,0
6124,14/03/2020,22:33:03,14/03/2020 22:33,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,228,3,8
6125,15/03/2020,18:20:18,15/03/2020 18:20,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,331,4,8
6126,16/03/2020,00:22:10,16/03/2020 00:22,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,331,4,8
6127,17/03/2020,16:33:04,17/03/2020 16:33,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,387,5,8
6128,18/03/2020,16:59:34,18/03/2020 16:59,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,418,5,8
6129,19/03/2020,11:13:18,19/03/2020 11:13,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,418,6,8
6130,20/03/2020,16:13:10,20/03/2020 16:13,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,495,6,19
6131,21/03/2020,17:43:03,21/03/2020 17:43,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,530,13,19
6132,22/03/2020,16:43:07,22/03/2020 16:43,Greece,Unknown,Unknown,38.995.368.299.999.900,21.987.713.199.999.900,624,15,19
6133,26/02/2020,19:03:08,26/02/2020 19:03,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6134,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6135,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6136,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6137,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6138,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6139,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6140,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6141,27/02/2020,16:23:03,27/02/2020 16:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,1,0,0
6142,06/03/2020,20:23:11,06/03/2020 20:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,3,0,0
6143,06/03/2020,20:23:11,06/03/2020 20:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,3,0,0
6144,06/03/2020,20:23:11,06/03/2020 20:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,3,0,0
6145,06/03/2020,20:23:11,06/03/2020 20:23,North Macedonia,Unknown,Unknown,41.617.121.399.999.900,217.168.387,3,0,0
